m,v,d,tt,tp,ike,cu,e,lambda,AB,e/cu
0.5,20,0.08,-3.507892120333118,-1.3203568190686121,4.605170185988092,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.2,10,0.04,-3.9170355472516905,-2.23765914691521,2.302585092994046,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,5.298317366548036
0.5,5,0.04,-3.9424822129128545,-2.8137441056612738,1.8325814637483102,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,5.298317366548036
0.1,15,0.04,-5.035953102080546,-2.8254158238874685,2.4203681286504293,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094,4.605170185988092
0.2,15,0.04,-4.052435159144891,-2.000201617689372,3.1135153092103742,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.5,15,0.08,-3.858482238500116,-1.8165112835708155,4.029806041084529,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.2,20,0.08,-4.29768548624013,-2.056350210456438,3.6888794541139363,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.1,20,0.04,-3.9867465516240825,-1.7600515217437784,2.995732273553991,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,5.298317366548036
0.5,10,0.04,-3.597942459121834,-1.9139542222140475,3.2188758248682006,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.5,10,0.04,-3.4647763633050266,-1.7879427621299298,3.2188758248682006,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,5.298317366548036
0.5,20,0.04,-2.945419459680402,-0.6496127081363274,4.605170185988092,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.5,20,0.04,-2.945419459680402,-0.6496127081363274,4.605170185988092,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.2,15,0.04,-4.194385916402327,-2.112130036303369,3.1135153092103742,3.2188758248682006,7.824046010856292,0.0,1.5501949939575645,4.605170185988092
0.5,15,0.08,-3.9932330608536892,-1.92502575413959,4.029806041084529,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192,6.214608098422191
0.5,10,0.04,-4.688551794927142,-2.848140197281134,3.2188758248682006,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.1,10,0.04,-4.6011781647185535,-2.827644876787861,1.6094379124341003,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,6.214608098422191
0.1,15,0.04,-3.6156289923743437,-1.670760277616832,2.4203681286504293,1.6094379124341003,7.824046010856292,0.0,1.0393693701915738,6.214608098422191
0.1,15,0.04,-3.6156289923743437,-1.670760277616832,2.4203681286504293,1.6094379124341003,7.824046010856292,0.0,1.0393693701915738,6.214608098422191
0.5,10,0.04,-3.302257433807252,-1.6185997542264867,3.2188758248682006,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,6.214608098422191
0.5,10,0.04,-4.688551794927142,-2.848140197281134,3.2188758248682006,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.2,15,0.04,-4.876978909283582,-2.7118775159365973,3.1135153092103742,3.2188758248682006,7.824046010856292,-2.3025850929940455,1.5501949939575645,4.605170185988092
0.5,5,0.04,-3.7115341446787427,-2.638393549965722,1.8325814637483102,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,6.214608098422191
0.5,15,0.08,-4.3614400010654935,-2.1877575315633067,4.029806041084529,1.6094379124341003,7.824046010856292,-1.6094379124341003,1.7325165507515192,6.214608098422191
0.5,10,0.08,-3.061872076058536,-1.4979323165165601,3.2188758248682006,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,5.298317366548036
0.5,15,0.08,-2.8150787738607335,-1.0171724036554095,4.029806041084529,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,5.298317366548036
0.5,15,0.08,-2.8150787738607335,-1.0171724036554095,4.029806041084529,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,5.298317366548036
0.2,5,0.04,-3.315937537711332,-2.323032728263151,0.9162907318741551,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719,5.298317366548036
0.1,15,0.08,-3.8971343929343956,-2.113751452584868,2.4203681286504293,0.0,5.298317366548036,-1.6094379124341003,-0.5700685422425265,5.298317366548036
0.2,5,0.04,-2.1876505549019463,-1.2718092019295246,0.9162907318741551,0.0,5.298317366548036,0.0,-1.2632157228024719,5.298317366548036
0.1,5,0.04,-3.9633162998156966,-2.8405078846444036,0.22314355131420976,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719,5.298317366548036
0.1,10,0.04,-3.080419081721185,-1.5837896590529048,1.6094379124341003,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,5.298317366548036
0.2,10,0.08,-3.379044577021022,-1.923272329032814,2.302585092994046,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265,5.298317366548036
0.1,10,0.04,-3.080419081721185,-1.5837896590529048,1.6094379124341003,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,5.298317366548036
0.1,15,0.08,-3.543913683863751,-1.8920130475177366,2.4203681286504293,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265,5.298317366548036
0.5,20,0.08,-4.260163046917041,-1.906874068330165,4.605170185988092,2.302585092994046,7.600902459542082,-2.3025850929940455,1.7325165507515192,5.298317366548036
0.5,20,0.04,-3.172469452054045,-0.8612061335706027,4.605170185988092,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.2,10,0.04,-4.806063128367481,-2.955204722377923,2.302585092994046,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,5.298317366548036
0.1,20,0.04,-3.9190476203651103,-1.6883079745918854,2.995732273553991,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.5,15,0.04,-2.697703909048066,-0.673697556738632,4.029806041084529,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.2,20,0.04,-3.339349978336075,-1.09618324119405,3.6888794541139363,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.5,20,0.08,-4.260163046917041,-1.906874068330165,4.605170185988092,2.302585092994046,7.600902459542082,-2.3025850929940455,1.7325165507515192,5.298317366548036
0.2,15,0.04,-3.524043211661001,-1.4972169833196347,3.1135153092103742,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.2,10,0.04,-4.806063128367481,-2.955204722377923,2.302585092994046,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,5.298317366548036
0.2,20,0.04,-4.330573353084966,-1.9882416155887739,3.6888794541139363,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,5.298317366548036
0.2,20,0.04,-4.330573353084966,-1.9882416155887739,3.6888794541139363,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,5.298317366548036
0.2,20,0.04,-4.172089910846954,-1.826201856784271,3.6888794541139363,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192,6.214608098422191
0.5,15,0.04,-2.8231244089476752,-0.7873963234630617,4.029806041084529,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,6.214608098422191
0.1,15,0.04,-5.2103064892253235,-2.9789931575497146,2.4203681286504293,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,6.214608098422191
0.5,20,0.08,-4.38523176562283,-2.005566739565278,4.605170185988092,2.302585092994046,8.517193191416238,-2.3025850929940455,2.4256637313114644,6.214608098422191
0.2,15,0.04,-3.6260924660151717,-1.5869135023554282,3.1135153092103742,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,6.214608098422191
0.5,20,0.08,-3.632121120295327,-1.3966841485199437,4.605170185988092,2.302585092994046,8.517193191416238,0.0,2.4256637313114644,6.214608098422191
0.5,15,0.04,-3.545991966565389,-1.462294583989758,4.029806041084529,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,5.298317366548036
0.1,20,0.04,-4.717219689796714,-2.370221741709857,2.995732273553991,2.302585092994046,8.517193191416238,-2.3025850929940455,1.7325165507515192,6.214608098422191
0.5,15,0.04,-3.545991966565389,-1.462294583989758,4.029806041084529,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,5.298317366548036
0.5,10,0.04,-3.1113676171529154,-1.4535116669996773,3.2188758248682006,2.302585092994046,8.517193191416238,0.0,1.7325165507515192,6.214608098422191
0.5,20,0.04,-3.3104430183936913,-0.973358561581676,4.605170185988092,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,5.298317366548036
0.5,15,0.04,-4.7239537219780585,-2.5666027235182276,4.029806041084529,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,6.214608098422191
0.5,15,0.04,-3.649658740960655,-1.5598290358820845,4.029806041084529,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,6.214608098422191
0.2,15,0.04,-4.377238117942085,-2.29188256986091,3.1135153092103742,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,6.214608098422191
0.2,20,0.04,-5.306349538245301,-2.8023389027929864,3.6888794541139363,3.2188758248682006,9.433483923290392,-1.6094379124341003,2.648807282625674,6.214608098422191
0.2,15,0.04,-5.14645501723879,-2.8853364563316255,3.1135153092103742,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,6.214608098422191
0.2,20,0.04,-4.958992060944417,-2.524679195172684,3.6888794541139363,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,6.214608098422191
0.2,20,0.04,-4.958992060944417,-2.524679195172684,3.6888794541139363,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,6.214608098422191
0.2,20,0.04,-4.198372632646149,-1.852121125622927,3.6888794541139363,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,6.214608098422191
0.5,10,0.04,-3.904054835778969,-2.1904714312435876,3.2188758248682006,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,6.214608098422191
0.2,15,0.04,-5.14645501723879,-2.8853364563316255,3.1135153092103742,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,6.214608098422191
0.5,15,0.04,-3.649658740960655,-1.5598290358820845,4.029806041084529,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,6.214608098422191
0.2,10,0.04,-2.437717766985542,-0.9369323109920202,2.302585092994046,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,5.298317366548036
0.5,15,0.08,-3.0102369597568726,-1.135766019501941,4.029806041084529,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,6.214608098422191
0.5,5,0.04,-2.0396056331826364,-1.0814720258505206,1.8325814637483102,0.0,5.298317366548036,-2.3025850929940455,-1.2632157228024719,5.298317366548036
0.5,10,0.08,-2.8640025028760965,-1.36323429992886,3.2188758248682006,0.0,4.605170185988092,-1.6094379124341003,-0.9755336503506908,4.605170185988092
0.1,10,0.04,-2.87316072116581,-1.4432118628050323,1.6094379124341003,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.5,15,0.08,-3.0102369597568726,-1.135766019501941,4.029806041084529,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,6.214608098422191
0.5,5,0.04,-2.6864844231876495,-1.6917548709233177,1.8325814637483102,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265,6.214608098422191
0.2,10,0.08,-3.6045383056801854,-2.0846390252271623,2.302585092994046,0.0,4.605170185988092,-1.6094379124341003,-0.9755336503506908,4.605170185988092
0.1,5,0.04,-3.7115341446787427,-2.673185113776131,0.22314355131420976,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265,6.214608098422191
0.5,5,0.04,-2.2610593461655473,-1.285877243947421,1.8325814637483102,0.0,6.214608098422191,-2.3025850929940455,-0.5700685422425265,6.214608098422191
0.1,5,0.04,-2.8271716320100735,-1.9139542222140475,0.22314355131420976,0.0,5.298317366548036,0.0,-1.2632157228024719,5.298317366548036
0.5,20,0.08,-3.7969101983276414,-1.5279685306365474,4.605170185988092,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192,6.214608098422191
0.1,10,0.04,-4.495419322028972,-2.7453160262946987,1.6094379124341003,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,5.298317366548036
0.2,20,0.04,-3.583438941655939,-1.302865393302289,3.6888794541139363,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,6.214608098422191
0.1,10,0.04,-4.6011781647185535,-2.827644876787861,1.6094379124341003,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.0393693701915738,6.214608098422191
0.5,10,0.04,-3.4647763633050266,-1.7879427621299298,3.2188758248682006,1.6094379124341003,6.907755278982137,-1.6094379124341003,0.34622218963162854,5.298317366548036
0.5,20,0.08,-3.507892120333118,-1.3203568190686121,4.605170185988092,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.2,15,0.04,-3.6840909373821393,-1.6744245339536534,3.1135153092103742,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586,4.605170185988092
0.5,5,0.04,-2.894259304623357,-1.8798565262641331,1.8325814637483102,1.6094379124341003,6.907755278982137,0.0,0.34622218963162854,5.298317366548036
0.5,20,0.08,-3.6542848093494373,-1.4118337321089889,4.605170185988092,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.5,20,0.08,-3.7969101983276414,-1.5279685306365474,4.605170185988092,1.6094379124341003,7.824046010856292,-2.3025850929940455,1.7325165507515192,6.214608098422191
0.2,10,0.04,-3.2074414472425374,-1.5701402791623242,2.302585092994046,1.6094379124341003,6.907755278982137,0.0,0.34622218963162854,5.298317366548036
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.5,15,0.04,-2.697703909048066,-0.673697556738632,4.029806041084529,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.2,10,0.04,-3.695300021916859,-2.0228646302129585,2.302585092994046,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,4.605170185988092
0.2,15,0.04,-3.524043211661001,-1.4972169833196347,3.1135153092103742,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.2,15,0.04,-3.3991993789994823,-1.390945159335318,3.1135153092103742,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,4.605170185988092
0.1,15,0.04,-5.2103064892253235,-2.9789931575497146,2.4203681286504293,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,6.214608098422191
0.2,10,0.04,-4.884884088790695,-3.023884864973583,2.302585092994046,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,6.214608098422191
0.5,10,0.04,-3.8912404662456175,-2.1957057313669495,3.2188758248682006,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094,4.605170185988092
0.2,15,0.04,-4.230851806876764,-2.152545710120815,3.1135153092103742,2.302585092994046,7.600902459542082,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.5,10,0.04,-3.597942459121834,-1.9139542222140475,3.2188758248682006,2.302585092994046,6.907755278982137,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.5,15,0.04,-3.5206568216994834,-1.4647489971137007,4.029806041084529,2.302585092994046,6.907755278982137,-1.6094379124341003,0.6339042620834094,4.605170185988092
0.2,20,0.04,-4.947660494934867,-2.5554664625722117,3.6888794541139363,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.2,15,0.04,-5.014643315493794,-2.8031304073524796,3.1135153092103742,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,5.298317366548036
0.5,20,0.04,-4.147745338949216,-1.790456318697663,4.605170185988092,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,5.298317366548036
0.5,15,0.04,-4.390058806371146,-2.277892480403674,4.029806041084529,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.5,10,0.04,-4.688551794927142,-2.848140197281134,3.2188758248682006,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.2,15,0.04,-5.014643315493794,-2.8031304073524796,3.1135153092103742,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,5.298317366548036
0.2,20,0.04,-4.108037889354104,-1.7506098483831658,3.6888794541139363,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,5.298317366548036
0.5,15,0.04,-4.401413348474072,-2.265751842948697,4.029806041084529,3.2188758248682006,9.433483923290392,-2.3025850929940455,2.648807282625674,6.214608098422191
0.2,20,0.04,-4.947660494934867,-2.5554664625722117,3.6888794541139363,3.2188758248682006,7.824046010856292,-1.6094379124341003,1.5501949939575645,4.605170185988092
0.2,15,0.04,-4.876978909283582,-2.7118775159365973,3.1135153092103742,3.2188758248682006,7.824046010856292,-2.3025850929940455,1.5501949939575645,4.605170185988092
0.1,20,0.04,-3.9190476203651103,-1.6883079745918854,2.995732273553991,2.302585092994046,7.600902459542082,0.0,1.0393693701915738,5.298317366548036
0.2,15,0.04,-4.294748626566821,-2.1941253847985465,3.1135153092103742,3.2188758248682006,8.517193191416238,0.0,1.955660102065729,5.298317366548036
0.2,10,0.04,-3.695300021916859,-2.0228646302129585,2.302585092994046,2.302585092994046,6.907755278982137,0.0,0.6339042620834094,4.605170185988092
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420976,0.0,4.605170185988092,0.0,-1.6686808309106362,4.605170185988092
0.5,10,0.04,-2.3534574233678023,-0.7289235921358533,3.2188758248682006,1.6094379124341003,6.907755278982137,0.0,0.34622218963162854,5.298317366548036
0.5,5,0.04,-2.786444268530222,-1.7809144891878927,1.8325814637483102,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586,4.605170185988092
0.2,20,0.04,-4.198372632646149,-1.852121125622927,3.6888794541139363,3.2188758248682006,9.433483923290392,0.0,2.648807282625674,6.214608098422191
0.5,10,0.04,-2.3534574233678023,-0.7289235921358533,3.2188758248682006,1.6094379124341003,6.907755278982137,0.0,0.34622218963162854,5.298317366548036
0.1,5,0.04,-2.8271716320100735,-1.9139542222140475,0.22314355131420976,0.0,5.298317366548036,0.0,-1.2632157228024719,5.298317366548036
0.1,10,0.04,-3.6581562814710957,-2.0406516905650425,1.6094379124341003,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586,4.605170185988092
0.2,10,0.04,-3.077810384589598,-1.465943812795371,2.302585092994046,1.6094379124341003,6.214608098422191,0.0,-0.05924291847653586,4.605170185988092
0.1,15,0.04,-4.190415030972834,-2.155131071529167,2.4203681286504293,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,5.298317366548036
0.5,20,0.08,-3.6542848093494373,-1.4118337321089889,4.605170185988092,1.6094379124341003,6.907755278982137,-2.3025850929940455,1.0393693701915738,5.298317366548036
0.5,20,0.08,-4.38523176562283,-2.005566739565278,4.605170185988092,2.302585092994046,8.517193191416238,-2.3025850929940455,2.4256637313114644,6.214608098422191
0.1,20,0.04,-3.9867465516240825,-1.7600515217437784,2.995732273553991,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,5.298317366548036
0.1,20,0.04,-3.802272141469027,-1.618337395621133,2.995732273553991,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,4.605170185988092
0.1,15,0.08,-3.669861448278174,-2.0029546870264237,2.4203681286504293,0.0,6.214608098422191,-2.3025850929940455,0.1230786383174188,6.214608098422191
0.1,15,0.04,-4.190415030972834,-2.155131071529167,2.4203681286504293,1.6094379124341003,6.907755278982137,-2.3025850929940455,0.34622218963162854,5.298317366548036
0.1,15,0.04,-4.022954566135428,-2.0286267617620752,2.4203681286504293,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,4.605170185988092
0.5,10,0.08,-2.7598699498320065,-1.2565019497822223,3.2188758248682006,0.0,5.298317366548036,-2.3025850929940455,-0.5700685422425265,5.298317366548036
0.5,10,0.04,-4.530062713501286,-2.7261327086529756,3.2188758248682006,3.2188758248682006,8.517193191416238,-2.3025850929940455,1.955660102065729,5.298317366548036
0.2,20,0.08,-4.19571305661039,-1.9920462383993371,3.6888794541139363,1.6094379124341003,6.214608098422191,-2.3025850929940455,0.6339042620834094,4.605170185988092
0.1,10,0.04,-3.1359143041538533,-1.656634347265075,1.6094379124341003,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,4.605170185988092
0.1,5,0.04,-3.7550192566184815,-2.729866454383106,0.22314355131420976,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,4.605170185988092
0.2,10,0.04,-4.884884088790695,-3.023884864973583,2.302585092994046,2.302585092994046,8.517193191416238,-1.6094379124341003,1.7325165507515192,6.214608098422191
0.2,10,0.04,-2.997333554920965,-1.39940391707361,2.302585092994046,0.0,6.214608098422191,-1.6094379124341003,-0.5700685422425265,6.214608098422191
0.1,15,0.04,-5.132802928070463,-2.907355162936578,2.4203681286504293,2.302585092994046,7.600902459542082,-1.6094379124341003,1.0393693701915738,5.298317366548036
0.2,10,0.04,-4.054739307629741,-2.3795957353602946,2.302585092994046,1.6094379124341003,6.214608098422191,-1.6094379124341003,-0.05924291847653586,4.605170185988092
0.1,5,0.04,-3.9633162998156966,-2.8405078846444036,0.22314355131420976,0.0,5.298317366548036,-1.6094379124341003,-1.2632157228024719,5.298317366548036
0.2,20,0.08,-4.520829037554341,-2.1972885793843067,3.6888794541139363,1.6094379124341003,6.214608098422191,-1.6094379124341003,0.6339042620834094,4.605170185988092
0.1,15,0.08,-4.007433190232804,-2.2186852183778547,2.4203681286504293,0.0,6.214608098422191,-1.6094379124341003,0.1230786383174188,6.214608098422191
0.5,20,0.08,-4.717219689796714,-2.240925712607318,4.605170185988092,2.302585092994046,8.517193191416238,-1.6094379124341003,2.4256637313114644,6.214608098422191
0.5,20,0.08,-3.7801179345482074,-1.551319959099452,4.605170185988092,1.6094379124341003,6.214608098422191,-1.6094379124341003,0.6339042620834094,4.605170185988092
0.2,5,0.04,-2.772588722239781,-1.829261979337968,0.9162907318741551,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.2,10,0.04,-2.502989157338766,-0.9963301062199137,2.302585092994046,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,4.605170185988092
0.2,10,0.04,-2.502989157338766,-0.9963301062199137,2.302585092994046,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,4.605170185988092
0.5,5,0.04,-1.7610750870970602,-0.8173779583015125,1.8325814637483102,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.1,10,0.04,-3.1359143041538533,-1.656634347265075,1.6094379124341003,0.0,4.605170185988092,-1.6094379124341003,-1.6686808309106362,4.605170185988092
0.2,10,0.04,-2.2379215796683236,-0.7799345826338292,2.302585092994046,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.2,10,0.04,-2.2379215796683236,-0.7799345826338292,2.302585092994046,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.1,5,0.04,-3.4088264088266467,-2.445993676289402,0.22314355131420976,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420976,0.0,4.605170185988092,0.0,-1.6686808309106362,4.605170185988092
0.1,5,0.04,-2.7063516444666287,-1.8157735120989429,0.22314355131420976,0.0,4.605170185988092,0.0,-1.6686808309106362,4.605170185988092
0.5,5,0.04,-1.7610750870970602,-0.8173779583015125,1.8325814637483102,0.0,4.605170185988092,-2.3025850929940455,-1.6686808309106362,4.605170185988092
0.5,10,0.04,-2.904430115147205,-1.259443231852011,3.2188758248682006,1.6094379124341003,6.214608098422191,-2.3025850929940455,-0.05924291847653586,4.605170185988092
